pathway,F5_vs_OT1_immature_padj,F5_vs_OT1_immature_NES,F5_vs_TG6_immature_padj,F5_vs_TG6_immature_NES,OT1_vs_TG6_immature_padj,OT1_vs_TG6_immature_NES,F5_vs_OT1_semimature_padj,F5_vs_OT1_semimature_NES,F5_vs_TG6_semimature_padj,F5_vs_TG6_semimature_NES,F5_vs_CD8_polyclonal_semimature_padj,F5_vs_CD8_polyclonal_semimature_NES,OT1_vs_TG6_semimature_padj,OT1_vs_TG6_semimature_NES,OT1_vs_CD8_polyclonal_semimature_padj,OT1_vs_CD8_polyclonal_semimature_NES,TG6_vs_CD8_polyclonal_semimature_padj,TG6_vs_CD8_polyclonal_semimature_NES,F5_vs_OT1_mature_padj,F5_vs_OT1_mature_NES,F5_vs_TG6_mature_padj,F5_vs_TG6_mature_NES,F5_vs_CD8_polyclonal_mature_padj,F5_vs_CD8_polyclonal_mature_NES,OT1_vs_TG6_mature_padj,OT1_vs_TG6_mature_NES,OT1_vs_CD8_polyclonal_mature_padj,OT1_vs_CD8_polyclonal_mature_NES,TG6_vs_CD8_polyclonal_mature_padj,TG6_vs_CD8_polyclonal_mature_NES
DELAYED_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY,0.0539868188990996,1.8999474451372849,0.4852133403634762,-1.348163291040291,0.032829081056671934,-1.803944265404349,0.06143315869528477,1.791134411075876,0.4008391895933014,-1.417540537888596,0.971017023401433,0.5796624184164967,0.05170513139646527,-1.9103252206481782,0.11313414254590726,-1.76617806457157,0.06594104308390022,1.790465948375294,0.043693186086695215,1.9937337267224187,0.2061033149059393,-1.7388641628139536,0.09003095975232199,1.7661452533399544,0.041829689298043725,-2.075581822945308,0.1716317707641686,-1.6389934279997986,0.0552326685660019,1.8890993669793434
CENTROSOME,0.09235264227642277,1.8655654187087285,0.052364945978391364,1.7258788753378138,0.8956953312051078,-0.859171574995143,0.24611707257022095,1.4278669025508337,0.06164935340258639,1.7158888557926004,0.32367088975135744,1.3361238414019447,0.8632768898282946,0.9023009276464722,0.8255125233518774,0.9245714725625024,0.6872538207026943,-1.0644889742800923,0.6789037055528974,-1.071861747414338,0.3543575745759407,1.422833867966886,0.17075748678802113,1.5005146584651081,0.16390855390720113,1.5506944981530146,0.12517217630853994,1.7715884489137013,0.5406908943785996,1.2477658299233882
MICROTUBULE_ORGANIZING_CENTER_PART,0.056095679012345676,1.8249192804725394,0.38543357964147257,1.3230625310371635,0.6715518044840263,-1.0851920704424027,0.06143315869528477,1.8592756037061053,0.1329959143850235,1.7183610194667684,0.28121352780723335,1.4450802170273083,0.6347116775513348,-1.2000912977836975,0.7534231173465646,-1.011664618116917,0.8157610806611714,0.9232398853685172,0.791724380206765,0.9525438602918056,0.3476291936515973,1.531100830424276,0.19849516678655627,1.5589229302110768,0.6937497860395057,1.0387207918322303,0.3673429726368159,1.43046192949409,0.27845209007462196,1.4892851195872978
KINASE_BINDING,0.06213675213675214,1.808649416601188,0.37700667388167386,-1.2383853437524392,0.03744623863607098,-1.8123401015891474,0.06254570482212758,1.6956266490144258,0.37806198034769467,1.2868713822059026,0.1249263550667714,1.5318521922808126,0.5088015579594383,-1.193736652329558,0.6341250670960816,-1.1688805928212984,0.5945165175575436,1.1421642657064994,0.08588812097584027,1.6421580293132418,0.17055718475073314,1.6290225325584156,0.059395424836601304,1.7661716315602003,0.6753224818966791,-1.0217402731944303,0.5771683160071618,1.153230834553874,0.21238679520888107,1.4429427900011278
MICROTUBULE_ORGANIZING_CENTER,0.09348077664909349,1.8004615891847378,0.052364945978391364,1.7702294037088142,0.9231071128998746,0.7924811028937657,0.2605487567066165,1.3650199343882883,0.06164935340258639,1.7293645957017685,0.2976366230382731,1.3204568147501667,0.7765839843992597,0.9967374212015544,0.773845153474783,0.9939268130043788,0.620416622553313,-1.1190511959224143,0.6181880023809166,-1.1279404617143711,0.3838529291765666,1.3712668340679515,0.17484367484367483,1.4810347509092356,0.11509880171381641,1.602042232545004,0.12517217630853994,1.7906995779295454,0.5319212802281297,1.23761006515595
EXCRETION,0.09785534816941852,1.7645955472957917,0.9265912872150994,0.8156491197615038,0.411755127469929,-1.3177522931081382,0.19667978357107724,1.5149764504078618,0.9878889409956664,-0.5778399574484739,0.6260648318042814,1.069645811552582,0.47721025641025644,-1.2455983705118159,0.9143133549996221,-0.7643703200456601,0.755705231895203,0.995171071940508,0.5812252398453535,1.1840928836864664,0.735101759821006,1.0484671720487084,0.9517655491194195,-0.7678142967607187,0.6851561811389324,-1.0167774457575065,0.8804117468967605,-0.8615723230731156,0.8287438058827634,-0.9822396806381646
TRANSMEMBRANE_RECEPTOR_PROTEIN_PHOSPHATASE_ACTIVITY,0.09492100796448623,1.7364753694008497,0.5774191506138165,-1.164479504812989,0.079301881647123,-1.840872430593816,0.09610409230827338,1.7659454917117379,0.13990954953468873,1.6737597453397741,0.5641418729654025,1.1771203557431622,0.8057842079595668,-0.9478315214993878,0.763287676510817,-1.0030991390494735,0.8704537046379444,-0.8484553294855962,0.26698920610589516,1.4600149170516157,0.3524848484848485,1.514225327577008,0.0958470665787739,1.7908693497921355,0.9451642513231214,-0.7442033569811308,0.1658356958972855,1.6990293566326942,0.09999312289388625,1.6568667126368721
PROTEIN_KINASE_BINDING,0.11244006805176059,1.7098575395220825,0.6693342776203965,-1.074810657940759,0.07639764606977723,-1.6300353791087276,0.18633593438514554,1.4873915644343716,0.4942466387496655,1.1814419874123432,0.22076780462856416,1.4389274156044558,0.8191961366265909,-0.9547951984940395,0.743563250780133,-1.0170855190285393,0.6880006274181741,1.0585266683402499,0.22838652927871322,1.44449082639668,0.35891690718517394,1.387348472767083,0.14451364961569044,1.4917106949512788,0.8610374824911992,-0.8968615644631381,0.7777906676978603,0.9762968704690655,0.5107648592527829,1.2538803408904229
CENTROSOME_ORGANIZATION_AND_BIOGENESIS,0.2043321029061815,1.7026869312404465,0.8657098969008273,-0.8794645709198845,0.3437050819153357,-1.4423164012108767,0.5271840612026613,1.2745120703973776,0.8123197808535179,0.8863551444184465,0.5344130019669495,-1.2075298003226664,0.743911242562079,-1.0653896710399418,0.13852016513178786,-1.6534614216526364,0.5397178916109874,-1.2729766700129799,0.6852792689161555,-1.0838336394111112,0.9470929775501723,0.6811448160190653,0.969212181810607,-0.6740331193852145,0.3443350367692883,1.371685429238406,0.7763374451618584,1.0031931842830384,0.9981254125412541,-0.6328488424463024
VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY,0.11775186264982182,1.7004269033708186,0.767012484614032,-1.0105001590924922,0.06946744808255828,-1.772504762659376,0.06143315869528477,1.902877664574738,0.1454581832733093,-1.6698422007044527,0.5243401008385236,-1.1752643748094835,0.05332062048479959,-2.2322673273075146,0.07676063773624749,-2.07271685866776,0.8369345754666855,0.9115225558975064,0.07971491228070175,1.8572346331499539,0.8559628690141742,-0.854331278506244,0.7711489114415042,0.9976041553159211,0.041829689298043725,-1.9457946390079242,0.3845746931866272,-1.4105598659491758,0.29792639947545285,1.4292770856165637
