Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Ltf,13.935945081850408,18.66404667890753,4.211868413400726,4.431298617859216,NA,NA
Dcpp3,7.425659199979067,18.405750338853327,4.214491724880731,4.367252693887827,NA,NA
Mcpt4,5.135623396280145,15.997073389404578,4.24687008883859,3.7667913203766887,NA,NA
Col11a1,48.130235774173094,15.35263236076535,4.268608530720466,3.596636292664227,3.2235871558550043e-4,0.009077959484971452
Dcpp2,131.8877970108265,7.598042804089737,4.162225767396128,1.8254758940774716,NA,NA
S100a8,14.611029556804231,6.0815697548248995,3.1636947097636328,1.922299814851373,0.054568043289325456,0.42103347100301497
Hs3st1,4.913881242878756,5.687952275129955,4.212842700888499,1.3501458941085913,NA,NA
Retnlg,5.213910998525439,5.333200590747474,3.3326771919313227,1.6002751792641596,0.10953755060950465,0.6073841025316117
Trim80,7.535622036671294,5.322101260440937,1.2535193183406028,4.245727355431813,2.178854464083145e-5,9.361603837394953e-4
Cilp,2.2889244893414378,5.226847981067312,2.1573513643709377,2.4228079242860883,0.01540106730188938,0.19364653017208402
Dcpp1,93.0355559177055,5.000689678594035,4.101561932894971,1.219215937832844,NA,NA
BC048546,4.0990912732731495,4.977478347670364,4.217187877505444,1.1802837559645665,NA,NA
Gas7,18.734278925360414,4.970391891176748,1.4566525262664907,3.4122014698428003,6.444046704119437e-4,0.016452559310110033
Tnfrsf11a,3.5448609913556495,4.955254473634023,1.8664200081199107,2.654951432194283,0.007931982784883024,0.12048601729199082
Pla2g7,6.37036272047489,4.7737679051388,4.197562752501807,1.1372713611710905,0.2554248630772213,0.847974004763567
S100a9,41.132173639355344,4.755761524129118,3.2693341409893555,1.4546575293432515,NA,NA
Clec12a,15.721201606296033,4.753650814885327,1.429452269244092,3.325505102313841,8.825848480376968e-4,0.021372481392577913
Gapt,7.37924683362413,4.689772114739519,2.138756498044341,2.1927564540553366,0.02832493089665319,0.2876099330343489
Epb4.2,2.664869093221553,4.60685208328621,1.5451915026094838,2.98141173796663,0.0028692274090485136,0.05567411842228586
Lilr4b,16.74485900797684,4.558947609771356,1.4582092283475383,3.126401562372236,0.001769597360312285,0.03799770652789895
Ccl6,6.666159512776226,4.523613802945269,2.137313506342433,2.1164952121069462,NA,NA
A730090H04Rik,1.2761682267478731,4.513712121400652,3.1200850449609234,1.446663169867917,0.14799128444900395,NA
2010010A06Rik,2.2645148026151647,4.432243054395539,2.132092095866356,2.078823453728221,0.03763358035543353,0.3411294643670943
Dmpk,4.39889818606668,4.418342807271902,1.5398804541571554,2.8692765047727398,0.004114119693458666,0.07326681300397964
Mnd1-ps,1.2825280736939029,4.33578001136988,2.2666535675845982,1.9128551770662483,0.05576659512105347,NA
Lcn2,5.744543725366405,4.325323387888879,4.186854256013139,1.0330723553791898,NA,NA
Kcng3,2.297346305921639,4.320723908129294,1.5677234226835495,2.756049852679561,0.005850407936199195,0.09576054201881207
Dupd1,1.1602222407400629,4.319733367760363,3.1367421877963655,1.377140073725688,0.16846894507001628,NA
Klrg1,3.8543009034625433,4.312194860756594,2.299348149713971,1.8753988434909312,NA,NA
1700016L21Rik,6.295439149504863,4.188142259269848,1.3915954432656064,3.009597566259406,0.0026159404500787488,0.051490199591995064
Hes3,1.7706124546020172,4.11806428747036,1.8320339936636925,2.2478099760775048,0.02458830947266416,0.2653669074902961
Spag6l,1.5307561084534678,4.112512698133121,1.7296334085861556,2.377678806224487,0.017421993998081916,0.21196759364332995
Hist1h2bk,2.652764501479168,4.108920094369616,1.9358168246667717,2.12257691017688,0.033789321520523344,0.32134574530006377
Peg3,13.07865164930857,4.107889636741939,2.2502826476522677,1.825499406053601,0.06792570073549176,0.4777673936671305
Frem3,1.6839615050544512,4.105236252240337,1.4745732386649697,2.7840165171836992,0.005369029995501056,0.08931357640746114
Hcar2,3.996002139299456,4.1029292966792825,4.01257498834353,1.0225177868571254,0.30653589857217695,0.8903146408994429
Dnase1l3,6.30863383297472,4.088219298164562,3.6002028802905377,1.1355524769300338,0.25614390762991507,0.8480949456268584
4930573O16Rik,2.001634332289545,4.08311145651998,2.234521527846043,1.8272866945506123,0.06765667471231425,0.47654382872308276
Tex43,1.4211500155943984,4.0820309038955385,2.4810983576033525,1.6452515440938127,0.09991794797866976,NA
Fam135b,15.24483812627392,4.058389664608763,1.1241710468800545,3.6101175847502325,3.060582291585057e-4,0.008683969151104922
Lyz2,123.1207185377148,4.019725667374751,1.3600534297842364,2.955564523676437,0.003120974079489235,0.05961289929072178
Fcamr,5.69435272941222,3.9666081128306323,3.6205407249544646,1.095584448336932,NA,NA
Tnni2,2.7948249297162624,3.9652705794815044,2.258333329023231,1.7558393743391965,0.07911583913610597,0.5132384450343469
Cdkl1,3.954048674127356,3.879537053706189,1.4256769491755439,2.721189436323348,0.006504747364240802,0.10439529441136947
Ppap2b,7.207475237956391,3.8679231578364046,1.5554666100070125,2.486664215710144,0.012894704266379018,0.1700969848752699
Nid1,3.499231596406791,3.848919371746585,2.484695608828463,1.5490506595942168,0.12136954248350502,0.6368301395209172
Fcrl5,5.578705921696728,3.8398572628346472,4.230568523512372,0.9076456843787648,NA,NA
Tbx10,1.2193196229615197,3.836156278920904,2.1415799494505516,1.791273904999492,0.07324935152378904,NA
Mmp8,1.2288791427745827,3.8320885596161993,2.8660462993710016,1.3370644293001166,0.18120160684510192,NA
Gad1,2.1457262597999325,3.8193306355961743,3.218632138545768,1.1866316097004523,0.2353729619491431,0.8300850956068093
