pathway,padj,NES
DNA_REPLICATION,0.016795955925175295,2.4957620346922584
DNA_METABOLIC_PROCESS,0.016795955925175295,2.3515450121812465
RNA_PROCESSING,0.016795955925175295,2.347896095230648
CHROMOSOME,0.016795955925175295,2.331597503093314
CELL_CYCLE_PROCESS,0.016795955925175295,2.3191039039387724
DNA_DEPENDENT_DNA_REPLICATION,0.016795955925175295,2.318717502725858
RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS_AND_ASSEMBLY,0.016795955925175295,2.3154521383748663
M_PHASE,0.016795955925175295,2.3118382027401254
RNA_SPLICING,0.016795955925175295,2.2911369821892467
CELL_CYCLE_PHASE,0.016795955925175295,2.290568966580395
RIBONUCLEOPROTEIN_COMPLEX,0.016795955925175295,2.2893604714676217
NUCLEAR_PART,0.016795955925175295,2.2671005736390506
CHROMOSOMAL_PART,0.016795955925175295,2.2613022100485263
ORGANELLE_INNER_MEMBRANE,0.016795955925175295,2.242502447056649
MITOCHONDRION,0.016795955925175295,2.231624452149194
MITOCHONDRIAL_INNER_MEMBRANE,0.016795955925175295,2.2050841038171476
CONDENSED_CHROMOSOME,0.016795955925175295,2.1959826111242315
MITOTIC_CELL_CYCLE,0.016795955925175295,2.193095299758559
STRUCTURAL_CONSTITUENT_OF_RIBOSOME,0.016795955925175295,2.192119224594079
PROTEIN_RNA_COMPLEX_ASSEMBLY,0.016795955925175295,2.191608964638548
DNA_RECOMBINATION,0.016795955925175295,2.19159525744094
NUCLEAR_CHROMOSOME,0.016795955925175295,2.1905450720384407
M_PHASE_OF_MITOTIC_CELL_CYCLE,0.016795955925175295,2.1874481461874504
MITOCHONDRIAL_PART,0.016795955925175295,2.1852834592296015
NUCLEOTIDYLTRANSFERASE_ACTIVITY,0.016795955925175295,2.18341651614218
MRNA_PROCESSING_GO_0006397,0.016795955925175295,2.181512459173504
SPINDLE,0.016795955925175295,2.1792633048718892
MITOCHONDRIAL_MEMBRANE_PART,0.016795955925175295,2.1753646862485345
RNA_BINDING,0.016795955925175295,2.174825309688569
ENVELOPE,0.016795955925175295,2.1734694240989363
ORGANELLE_ENVELOPE,0.016795955925175295,2.1734694240989363
DNA_REPAIR,0.016795955925175295,2.1724593435855137
MITOSIS,0.016795955925175295,2.1687431884202644
TRANSLATION_FACTOR_ACTIVITY_NUCLEIC_ACID_BINDING,0.016795955925175295,2.1648845851033474
NUCLEOBASENUCLEOSIDE_AND_NUCLEOTIDE_METABOLIC_PROCESS,0.016795955925175295,2.163014553790815
ORGANELLE_LUMEN,0.016795955925175295,2.156052467960678
MEMBRANE_ENCLOSED_LUMEN,0.016795955925175295,2.156052467960678
MRNA_METABOLIC_PROCESS,0.016795955925175295,2.1528705050701262
CHROMOSOMEPERICENTRIC_REGION,0.016795955925175295,2.1524302043708063
CELL_CYCLE_GO_0007049,0.016795955925175295,2.152373628366274
NUCLEOLUS,0.016795955925175295,2.147901549318449
SPLICEOSOME,0.016795955925175295,2.137176313416658
TRANSLATION_REGULATOR_ACTIVITY,0.016795955925175295,2.1302368361042983
INTRACELLULAR_ORGANELLE_PART,0.016795955925175295,2.1109031512101812
ORGANELLE_PART,0.016795955925175295,2.1083756512630925
NUCLEAR_LUMEN,0.016795955925175295,2.107756373036207
RNA_SPLICING_FACTOR_ACTIVITYTRANSESTERIFICATION_MECHANISM,0.016795955925175295,2.093969451371858
NUCLEAR_MEMBRANE_PART,0.016795955925175295,2.0922616831493013
RESPONSE_TO_DNA_DAMAGE_STIMULUS,0.016795955925175295,2.085422804814964
MITOCHONDRIAL_RESPIRATORY_CHAIN,0.016795955925175295,2.079240044198437
MEIOTIC_CELL_CYCLE,0.016795955925175295,2.0698223636227135
MITOCHONDRIAL_ENVELOPE,0.016795955925175295,2.0618767213980456
CHROMOSOME_ORGANIZATION_AND_BIOGENESIS,0.016795955925175295,2.05920785566128
KINETOCHORE,0.02296361175252807,2.0588874251032068
MITOCHONDRIAL_MEMBRANE,0.016795955925175295,2.0580938220718243
TRANSLATIONAL_INITIATION,0.016795955925175295,2.049225467188485
NUCLEOPLASM_PART,0.016795955925175295,2.048010236724582
CELL_CYCLE_CHECKPOINT_GO_0000075,0.016795955925175295,2.040820331711572
NUCLEAR_PORE,0.016795955925175295,2.037649238121207
PORE_COMPLEX,0.016795955925175295,2.0367431396043827
NUCLEOTIDE_METABOLIC_PROCESS,0.016795955925175295,2.036467514088719
RIBOSOME_BIOGENESIS_AND_ASSEMBLY,0.016795955925175295,2.036184838900149
SINGLE_STRANDED_DNA_BINDING,0.016795955925175295,2.034156488950013
CONDENSED_NUCLEAR_CHROMOSOME,0.016795955925175295,2.0335692893741375
NUCLEOPLASM,0.016795955925175295,2.029514793252313
INTERPHASE_OF_MITOTIC_CELL_CYCLE,0.016795955925175295,2.029060447581825
ORGANELLE_MEMBRANE,0.016795955925175295,2.028298521806775
RIBOSOME,0.016795955925175295,2.023856178075496
DNA_POLYMERASE_ACTIVITY,0.016795955925175295,2.0237217390593933
TRANSLATION_INITIATION_FACTOR_ACTIVITY,0.02296361175252807,2.018428087158893
RNA_SPLICINGVIA_TRANSESTERIFICATION_REACTIONS,0.016795955925175295,2.0073999757014316
G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE,0.02296361175252807,2.0053583356278795
CHROMOSOME_SEGREGATION,0.016795955925175295,2.002137239888282
RESPONSE_TO_ENDOGENOUS_STIMULUS,0.016795955925175295,2.001228711523929
METHYLTRANSFERASE_ACTIVITY,0.016795955925175295,2.0005503184583486
NUCLEAR_MEMBRANE,0.016795955925175295,1.999315089473178
TRANSFERASE_ACTIVITY_TRANSFERRING_ONE_CARBON_GROUPS,0.016795955925175295,1.9971322870587294
MITOCHONDRIAL_MATRIX,0.016795955925175295,1.9839920617736084
MITOCHONDRIAL_LUMEN,0.016795955925175295,1.9839920617736084
PROTEASOME_COMPLEX,0.016795955925175295,1.9825241273216794
DNA_DIRECTED_RNA_POLYMERASEII_HOLOENZYME,0.016795955925175295,1.9752207204942291
INTERPHASE,0.016795955925175295,1.9736792649920714
MICROTUBULE_ORGANIZING_CENTER,0.016795955925175295,1.9705430600380947
CELLULAR_RESPIRATION,0.016795955925175295,1.9684602985918933
STRUCTURE_SPECIFIC_DNA_BINDING,0.016795955925175295,1.9631857166319973
MACROMOLECULAR_COMPLEX,0.016795955925175295,1.962814494376725
NUCLEAR_ENVELOPE,0.016795955925175295,1.962741455753544
NUCLEUS,0.016795955925175295,1.9605550366872442
ISOMERASE_ACTIVITY,0.016795955925175295,1.958006181721936
COFACTOR_METABOLIC_PROCESS,0.016795955925175295,1.9534403062630905
RRNA_PROCESSING,0.02296361175252807,1.9512151578145913
NADH_DEHYDROGENASE_COMPLEX,0.02296361175252807,1.947971790857145
MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I,0.02296361175252807,1.947971790857145
RESPIRATORY_CHAIN_COMPLEX_I,0.02296361175252807,1.947971790857145
DOUBLE_STRAND_BREAK_REPAIR,0.02296361175252807,1.9478318747893149
SPINDLE_POLE,0.02296361175252807,1.9420529579584032
REPLICATION_FORK,0.02296361175252807,1.940974276012954
DRUG_BINDING,0.02296361175252807,1.9371967230916753
SMALL_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX,0.016795955925175295,1.9345518031410884
MICROTUBULE_CYTOSKELETON,0.016795955925175295,1.9319195334706203
RRNA_METABOLIC_PROCESS,0.02296361175252807,1.9286298792913987
DNA_REPLICATION_INITIATION,0.02296361175252807,1.9272579061051642
MEIOSIS_I,0.02296361175252807,1.9260825891202131
REGULATION_OF_DNA_METABOLIC_PROCESS,0.016795955925175295,1.924463424730336
SPLICEOSOME_ASSEMBLY,0.02296361175252807,1.9183526632000398
NEGATIVE_REGULATION_OF_DNA_REPLICATION,0.02296361175252807,1.9178861725265854
MEIOTIC_RECOMBINATION,0.02296361175252807,1.916356112152347
NUCLEAR_ENVELOPE_ENDOPLASMIC_RETICULUM_NETWORK,0.016795955925175295,1.9136843031437294
ENDOMEMBRANE_SYSTEM,0.016795955925175295,1.9105709188131845
PROTEIN_FOLDING,0.016795955925175295,1.9098373456562583
NUCLEAR_CHROMOSOME_PART,0.02296361175252807,1.9071516058476292
CENTROSOME,0.02296361175252807,1.9035688015124381
SISTER_CHROMATID_SEGREGATION,0.02296361175252807,1.8902730030330561
UNFOLDED_PROTEIN_BINDING,0.016795955925175295,1.8865640584890493
COENZYME_METABOLIC_PROCESS,0.016795955925175295,1.8856577618481352
ENDOPLASMIC_RETICULUM_MEMBRANE,0.016795955925175295,1.885584945298569
REGULATION_OF_TRANSLATIONAL_INITIATION,0.02296361175252807,1.8732860275700896
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION_AND_BIOGENESIS,0.02296361175252807,1.8694062857435128
NUCLEAR_BODY,0.02296361175252807,1.8688809204722294
SPINDLE_MICROTUBULE,0.02296361175252807,1.8670275886014025
NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,0.02296361175252807,1.8636508833998389
RIBOSOMAL_SUBUNIT,0.02296361175252807,1.8634006676216592
AEROBIC_RESPIRATION,0.02296361175252807,1.860619571179327
PROTEIN_COMPLEX,0.016795955925175295,1.8585978156965566
DNA_PACKAGING,0.02296361175252807,1.8581818118488647
REGULATION_OF_DNA_REPLICATION,0.02296361175252807,1.8562028536663997
DNA_INTEGRITY_CHECKPOINT,0.02296361175252807,1.8541778756202105
