pathway,padj,NES
MICROTUBULE_MOTOR_ACTIVITY,0.03732224446840187,1.9946484639444277
SPINDLE,0.05254598677315601,1.9420536806711541
INTEGRIN_BINDING,0.051836007130124775,1.9287014610985078
SPINDLE_POLE,0.05128386004514672,1.9181769623611624
VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX,0.03732224446840187,1.9134380203786983
CELL_CYCLE_PROCESS,0.0454218862266096,1.9098281919460003
SPINDLE_ORGANIZATION_AND_BIOGENESIS,0.05068409586056645,1.8666656757699192
MITOTIC_SPINDLE_ORGANIZATION_AND_BIOGENESIS,0.05068409586056645,1.7846900529186334
CELL_CYCLE_PHASE,0.04303430313434161,1.7442836476408863
NEUTRAL_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.1069039041246967,1.7335063601918135
MICROTUBULE_CYTOSKELETON,0.04303430313434161,1.7328397172204055
MICROTUBULE_ORGANIZING_CENTER_PART,0.11197412427389544,1.7295201765291708
PROTEIN_COMPLEX_BINDING,0.054280736684917875,1.719051162402943
VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY,0.13094282133449406,1.713677746948515
MITOTIC_CELL_CYCLE,0.04303430313434161,1.713272548961161
M_PHASE,0.0585063576372123,1.7106802151731788
ORGANIC_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.08636255642670468,1.7073837621430372
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION_AND_BIOGENESIS,0.11874234381380155,1.696603436237826
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS,0.11874234381380155,1.6848365497552298
MONOCARBOXYLIC_ACID_TRANSPORT,0.09697581797739963,1.6826956374480062
CONDENSED_CHROMOSOME,0.12442904057422205,1.6779031496108534
MICROTUBULE_ORGANIZING_CENTER,0.055296384564677246,1.6727012364930733
CENTROSOME,0.06946744808255828,1.6676616258434
SODIUM_CHANNEL_ACTIVITY,0.1605679353184776,1.6636668642562487
CENTROSOME_ORGANIZATION_AND_BIOGENESIS,0.1605679353184776,1.6620432537193381
MUSCLE_CELL_DIFFERENTIATION,0.13853160311743745,1.654057642169686
M_PHASE_OF_MITOTIC_CELL_CYCLE,0.055296384564677246,1.6513216400458504
BASEMENT_MEMBRANE,0.10690128418782473,1.6508758939730115
KINESIN_COMPLEX,0.14791078558531065,1.6430353662758874
NEGATIVE_REGULATION_OF_PHOSPHORYLATION,0.12784665435680997,1.6274011797053463
NEGATIVE_REGULATION_OF_PHOSPHATE_METABOLIC_PROCESS,0.12784665435680997,1.6274011797053463
SYNAPTOGENESIS,0.14971991872151133,1.6246220695249718
EXTRACELLULAR_MATRIX_PART,0.0847825770054957,1.6241577246949253
EXCRETION,0.1380379746835443,1.6235109385037203
MITOSIS,0.055296384564677246,1.6230537910934426
VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY,0.14791078558531065,1.6205859443031652
